userID,smoker,drink_level,dress_preference,user_ambience,transport,marital_status,hijos,birth_year,interest,personality,religion,activity,color,weight,budget,height,new_user_cuisine,new_user_payments,user_avg_rating,user_avg_food_rating,user_avg_service_rating,user_avg_rating_text,user_avg_rating_bin,placeID,name,address,city,country,alcohol,smoking_area,dress_code,accessibility,price,state,res_ambience,franchise,area,other_services,res_accept_pay,res_cuisine,res_parking,res_avg_rating,res_avg_food,res_avg_service,res_avg_rating_text,res_avg_rating_bin,cus_res_rating,cus_res_food_rating,cus_res_service_rating
U1060,0,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,multiple,only cash,1.75,1.75,1.75,Satisfactory,1,132740,Carreton de Flautas y Migadas,NULL,Ciudad Victoria,Mexico,No_Alcohol_Served,permitted,informal,completely,low,Tamaulipas,familiar,f,open,none,only cash,Mexican,none,0.75,1.25,0.63,Unsatisfactory,0,1,2,1
U1068,0,casual drinker,informal,friends,public,single,independent,1988,technology,thrifty-protector,Catholic,student,blue,72,low,1.57,Mexican,only cash,0.63,0.63,0.63,Unsatisfactory,0,132740,Carreton de Flautas y Migadas,NULL,Ciudad Victoria,Mexico,No_Alcohol_Served,permitted,informal,completely,low,Tamaulipas,familiar,f,open,none,only cash,Mexican,none,0.75,1.25,0.63,Unsatisfactory,0,0,0,0
U1050,0,social drinker,no preference,family,car owner,single,independent,1989,variety,hard-worker,none,student,green,73,medium,1.71,Mexican,only cash,0,1,0.14,Unsatisfactory,0,132740,Carreton de Flautas y Migadas,NULL,Ciudad Victoria,Mexico,No_Alcohol_Served,permitted,informal,completely,low,Tamaulipas,familiar,f,open,none,only cash,Mexican,none,0.75,1.25,0.63,Unsatisfactory,0,0,2,0
U1053,0,casual drinker,informal,family,public,single,independent,1990,variety,thrifty-protector,Catholic,student,red,66,low,1.72,Mexican,only cash,1.77,1.54,1.23,Satisfactory,1,132754,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,S.L.P.,familiar,f,closed,none,only cash,Mexican,none,1.46,1.46,1.31,Satisfactory,1,1,2,1
U1055,0,abstemious,no preference,family,car owner,married,dependent,1952,none,hard-worker,Catholic,professional,blue,70,medium,1.66,Breakfast-Brunch,only cash,1.9,2,2,Satisfactory,1,132754,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,S.L.P.,familiar,f,closed,none,only cash,Mexican,none,1.46,1.46,1.31,Satisfactory,1,2,2,2
U1036,0,social drinker,informal,family,public,single,independent,1991,none,hard-worker,Catholic,student,blue,76,medium,1.7,Mexican,only cash,1.75,1.83,1.75,Satisfactory,1,132754,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,S.L.P.,familiar,f,closed,none,only cash,Mexican,none,1.46,1.46,1.31,Satisfactory,1,2,2,2
U1061,0,social drinker,no preference,friends,car owner,single,independent,1990,none,hard-worker,Catholic,professional,blue,40,medium,1.76,Mexican,multiple,1.61,1.83,1.67,Satisfactory,1,132754,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,S.L.P.,familiar,f,closed,none,only cash,Mexican,none,1.46,1.46,1.31,Satisfactory,1,2,2,2
U1059,0,abstemious,formal,friends,on foot,single,independent,1987,technology,thrifty-protector,Catholic,student,blue,57,medium,1.69,Mexican,only cash,1.6,1.3,1.2,Satisfactory,1,132754,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,S.L.P.,familiar,f,closed,none,only cash,Mexican,none,1.46,1.46,1.31,Satisfactory,1,2,2,2
U1029,1,casual drinker,formal,family,public,single,independent,1990,variety,conformist,Catholic,student,white,58,low,1.6,Mexican,only cash,0.9,0.9,0.7,Unsatisfactory,0,132754,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,S.L.P.,familiar,f,closed,none,only cash,Mexican,none,1.46,1.46,1.31,Satisfactory,1,0,0,0
U1003,0,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,Mexican,only cash,1.62,1.69,1.46,Satisfactory,1,132754,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,S.L.P.,familiar,f,closed,none,only cash,Mexican,none,1.46,1.46,1.31,Satisfactory,1,2,2,2
U1009,0,abstemious,formal,family,on foot,single,kids,1991,variety,thrifty-protector,Catholic,student,green,75,medium,1.78,multiple,only cash,1.36,1.27,1.09,Satisfactory,1,132754,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,S.L.P.,familiar,f,closed,none,only cash,Mexican,none,1.46,1.46,1.31,Satisfactory,1,1,2,1
U1089,1,casual drinker,informal,family,public,single,independent,1990,variety,conformist,Catholic,student,white,54,low,1.6,Mexican,only cash,0.86,0.86,0.86,Unsatisfactory,0,132754,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,S.L.P.,familiar,f,closed,none,only cash,Mexican,none,1.46,1.46,1.31,Satisfactory,1,1,1,1
U1122,0,abstemious,NULL,NULL,NULL,NULL,NULL,1930,none,hard-worker,none,NULL,yellow,40,NULL,1.2,Afghan,NULL,1.92,1.42,1.58,Satisfactory,1,132754,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,S.L.P.,familiar,f,closed,none,only cash,Mexican,none,1.46,1.46,1.31,Satisfactory,1,2,1,2
U1134,0,casual drinker,no preference,family,public,single,independent,1991,variety,hard-worker,Catholic,student,black,52,medium,1.65,Mexican,only cash,1.44,1.19,1.19,Satisfactory,1,132754,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,S.L.P.,familiar,f,closed,none,only cash,Mexican,none,1.46,1.46,1.31,Satisfactory,1,2,1,1
U1106,0,casual drinker,informal,friends,car owner,single,independent,1930,technology,hard-worker,Catholic,professional,blue,65,medium,1.71,Barbecue,multiple,1.39,1.11,0.89,Satisfactory,1,132754,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,S.L.P.,familiar,f,closed,none,only cash,Mexican,none,1.46,1.46,1.31,Satisfactory,1,2,2,1
U1114,0,abstemious,no preference,family,on foot,single,independent,1991,variety,hard-worker,Catholic,student,blue,58,medium,1.68,Mexican,only cash,0.18,0.27,0.18,Unsatisfactory,0,132754,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,S.L.P.,familiar,f,closed,none,only cash,Mexican,none,1.46,1.46,1.31,Satisfactory,1,0,0,0
U1114,0,abstemious,no preference,family,on foot,single,independent,1991,variety,hard-worker,Catholic,student,blue,58,medium,1.68,Mexican,only cash,0.18,0.27,0.18,Unsatisfactory,0,132755,La Estrella de Dimas,Av. de los Pintores,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,S.L.P.,familiar,f,closed,variety,multiple,Mexican,public,1.8,2,1.6,Satisfactory,1,1,2,1
U1083,0,abstemious,NULL,NULL,NULL,NULL,NULL,1981,none,hard-worker,none,NULL,yellow,40,NULL,1.6,Mexican,only cash,1.44,1.67,1.56,Satisfactory,1,132755,La Estrella de Dimas,Av. de los Pintores,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,S.L.P.,familiar,f,closed,variety,multiple,Mexican,public,1.8,2,1.6,Satisfactory,1,2,2,2
U1003,0,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,Mexican,only cash,1.62,1.69,1.46,Satisfactory,1,132755,La Estrella de Dimas,Av. de los Pintores,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,S.L.P.,familiar,f,closed,variety,multiple,Mexican,public,1.8,2,1.6,Satisfactory,1,2,2,1
U1048,1,casual drinker,no preference,NULL,public,single,independent,1988,eco-friendly,thrifty-protector,none,student,green,65,medium,1.7,Mexican,only cash,1.57,1.57,1.29,Satisfactory,1,132755,La Estrella de Dimas,Av. de los Pintores,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,S.L.P.,familiar,f,closed,variety,multiple,Mexican,public,1.8,2,1.6,Satisfactory,1,2,2,2
U1137,0,social drinker,formal,family,public,single,independent,1989,eco-friendly,hard-worker,Catholic,student,blue,72,low,1.78,Mexican,only cash,1.86,1.79,1.93,Satisfactory,1,132755,La Estrella de Dimas,Av. de los Pintores,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,S.L.P.,familiar,f,closed,variety,multiple,Mexican,public,1.8,2,1.6,Satisfactory,1,2,2,2
U1079,0,abstemious,formal,family,public,single,independent,1992,technology,thrifty-protector,Catholic,NULL,black,53,medium,1.55,Mexican,only cash,1.5,1.75,1.25,Satisfactory,1,132766,Mikasa,Himno nacional esq. Blvd. Juarez,Cuernavaca,Mexico,Wine-Beer,none,informal,no_accessibility,medium,Morelos,familiar,f,closed,none,only cash,Japanese,yes,0.67,1,0.67,Unsatisfactory,0,1,2,1
U1117,0,abstemious,no preference,friends,public,single,independent,1982,technology,thrifty-protector,Catholic,professional,blue,58,medium,1.6,Turkish,multiple,1,1.17,1.33,Satisfactory,1,132766,Mikasa,Himno nacional esq. Blvd. Juarez,Cuernavaca,Mexico,Wine-Beer,none,informal,no_accessibility,medium,Morelos,familiar,f,closed,none,only cash,Japanese,yes,0.67,1,0.67,Unsatisfactory,0,0,0,1
U1133,0,abstemious,no preference,family,car owner,single,independent,1991,none,hard-worker,none,student,orange,60,medium,1.57,Mexican,multiple,1.22,1.44,1,Satisfactory,1,132766,Mikasa,Himno nacional esq. Blvd. Juarez,Cuernavaca,Mexico,Wine-Beer,none,informal,no_accessibility,medium,Morelos,familiar,f,closed,none,only cash,Japanese,yes,0.67,1,0.67,Unsatisfactory,0,1,1,0
U1133,0,abstemious,no preference,family,car owner,single,independent,1991,none,hard-worker,none,student,orange,60,medium,1.57,Mexican,multiple,1.22,1.44,1,Satisfactory,1,132767,Restaurant Familiar El Chino,Paseo de las Fuentes,Jiutepec,NULL,Wine-Beer,permitted,casual,partially,medium,Morelos,familiar,f,open,variety,multiple,Vietnamese,yes,1.17,1.33,1.17,Satisfactory,1,0,0,0
U1121,0,social drinker,no preference,family,public,married,independent,1987,variety,thrifty-protector,Catholic,working-class,black,90,medium,1.6,Mexican,multiple,1.5,1.5,1.5,Satisfactory,1,132767,Restaurant Familiar El Chino,Paseo de las Fuentes,Jiutepec,NULL,Wine-Beer,permitted,casual,partially,medium,Morelos,familiar,f,open,variety,multiple,Vietnamese,yes,1.17,1.33,1.17,Satisfactory,1,2,2,2
U1110,0,abstemious,no preference,family,car owner,single,independent,1993,variety,thrifty-protector,Catholic,student,red,85,medium,1.75,Mexican,only cash,1.75,2,1.75,Satisfactory,1,132767,Restaurant Familiar El Chino,Paseo de las Fuentes,Jiutepec,NULL,Wine-Beer,permitted,casual,partially,medium,Morelos,familiar,f,open,variety,multiple,Vietnamese,yes,1.17,1.33,1.17,Satisfactory,1,2,2,2
U1093,1,casual drinker,no preference,family,car owner,single,independent,1990,variety,thrifty-protector,Catholic,student,blue,80,medium,1.67,Japanese,multiple,1.88,1.88,1.5,Satisfactory,1,132767,Restaurant Familiar El Chino,Paseo de las Fuentes,Jiutepec,NULL,Wine-Beer,permitted,casual,partially,medium,Morelos,familiar,f,open,variety,multiple,Vietnamese,yes,1.17,1.33,1.17,Satisfactory,1,2,2,2
U1066,0,abstemious,informal,solitary,public,single,NULL,1986,technology,thrifty-protector,Catholic,student,green,45,low,1.45,Mexican,multiple,1.2,1.6,1.2,Satisfactory,1,132767,Restaurant Familiar El Chino,Paseo de las Fuentes,Jiutepec,NULL,Wine-Beer,permitted,casual,partially,medium,Morelos,familiar,f,open,variety,multiple,Vietnamese,yes,1.17,1.33,1.17,Satisfactory,1,1,2,1
U1030,0,casual drinker,formal,family,on foot,single,independent,1991,eco-friendly,hard-worker,Catholic,student,black,64,medium,1.75,Mexican,only cash,0.63,0.5,0.63,Unsatisfactory,0,132767,Restaurant Familiar El Chino,Paseo de las Fuentes,Jiutepec,NULL,Wine-Beer,permitted,casual,partially,medium,Morelos,familiar,f,open,variety,multiple,Vietnamese,yes,1.17,1.33,1.17,Satisfactory,1,0,0,0
U1020,0,abstemious,no preference,friends,public,single,independent,1982,technology,hard-worker,Catholic,professional,blue,40,medium,1.68,Mexican,multiple,1.5,1.75,1,Satisfactory,1,132768,Mariscos Tia Licha,avenida salvador montiel ,cuernavaca,mexico,No_Alcohol_Served,not permitted,casual,partially,medium,morelos,familiar,t,closed,none,multiple,Family,none,1.6,1.7,1.4,Satisfactory,1,2,2,2
U1017,0,casual drinker,formal,family,public,single,NULL,1991,retro,hunter-ostentatious,none,professional,orange,79,medium,1.79,Chinese,multiple,1,0.67,1,Satisfactory,1,132768,Mariscos Tia Licha,avenida salvador montiel ,cuernavaca,mexico,No_Alcohol_Served,not permitted,casual,partially,medium,morelos,familiar,t,closed,none,multiple,Family,none,1.6,1.7,1.4,Satisfactory,1,1,1,1
U1051,0,casual drinker,no preference,family,public,single,independent,1979,variety,thrifty-protector,none,professional,blue,74,medium,1.76,Mexican,multiple,1,1.25,1.25,Satisfactory,1,132768,Mariscos Tia Licha,avenida salvador montiel ,cuernavaca,mexico,No_Alcohol_Served,not permitted,casual,partially,medium,morelos,familiar,t,closed,none,multiple,Family,none,1.6,1.7,1.4,Satisfactory,1,1,2,1
U1042,0,abstemious,no preference,family,car owner,single,independent,1943,technology,thrifty-protector,Christian,student,yellow,40,high,1.4,Mexican,only card,1.6,2,1.2,Satisfactory,1,132768,Mariscos Tia Licha,avenida salvador montiel ,cuernavaca,mexico,No_Alcohol_Served,not permitted,casual,partially,medium,morelos,familiar,t,closed,none,multiple,Family,none,1.6,1.7,1.4,Satisfactory,1,2,2,1
U1041,0,abstemious,no preference,friends,on foot,single,independent,1985,eco-friendly,hunter-ostentatious,Catholic,professional,white,40,medium,1.62,Contemporary,multiple,1.67,1.83,1.5,Satisfactory,1,132768,Mariscos Tia Licha,avenida salvador montiel ,cuernavaca,mexico,No_Alcohol_Served,not permitted,casual,partially,medium,morelos,familiar,t,closed,none,multiple,Family,none,1.6,1.7,1.4,Satisfactory,1,2,2,1
U1044,1,social drinker,informal,family,car owner,married,kids,1969,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,Mexican,multiple,1.4,1.6,1.4,Satisfactory,1,132768,Mariscos Tia Licha,avenida salvador montiel ,cuernavaca,mexico,No_Alcohol_Served,not permitted,casual,partially,medium,morelos,familiar,t,closed,none,multiple,Family,none,1.6,1.7,1.4,Satisfactory,1,2,2,2
U1100,0,casual drinker,formal,friends,public,single,independent,1990,eco-friendly,hard-worker,Christian,student,black,40,medium,1.65,Mexican,only cash,2,1.5,1.17,Satisfactory,1,132768,Mariscos Tia Licha,avenida salvador montiel ,cuernavaca,mexico,No_Alcohol_Served,not permitted,casual,partially,medium,morelos,familiar,t,closed,none,multiple,Family,none,1.6,1.7,1.4,Satisfactory,1,2,2,2
U1079,0,abstemious,formal,family,public,single,independent,1992,technology,thrifty-protector,Catholic,NULL,black,53,medium,1.55,Mexican,only cash,1.5,1.75,1.25,Satisfactory,1,132768,Mariscos Tia Licha,avenida salvador montiel ,cuernavaca,mexico,No_Alcohol_Served,not permitted,casual,partially,medium,morelos,familiar,t,closed,none,multiple,Family,none,1.6,1.7,1.4,Satisfactory,1,2,2,2
U1118,1,casual drinker,informal,friends,public,single,independent,1987,technology,thrifty-protector,none,student,black,60,medium,1.68,Pizzeria,only cash,0.29,0,0,Unsatisfactory,0,132768,Mariscos Tia Licha,avenida salvador montiel ,cuernavaca,mexico,No_Alcohol_Served,not permitted,casual,partially,medium,morelos,familiar,t,closed,none,multiple,Family,none,1.6,1.7,1.4,Satisfactory,1,0,0,0
U1119,0,abstemious,formal,family,public,single,independent,1992,eco-friendly,thrifty-protector,Catholic,student,blue,68,medium,1.68,Mexican,only cash,1.6,1.6,1.6,Satisfactory,1,132768,Mariscos Tia Licha,avenida salvador montiel ,cuernavaca,mexico,No_Alcohol_Served,not permitted,casual,partially,medium,morelos,familiar,t,closed,none,multiple,Family,none,1.6,1.7,1.4,Satisfactory,1,2,2,2
U1117,0,abstemious,no preference,friends,public,single,independent,1982,technology,thrifty-protector,Catholic,professional,blue,58,medium,1.6,Turkish,multiple,1,1.17,1.33,Satisfactory,1,132773,El cotorreo,Emiliano Zapata Col. Tres de Mayo,Cuernavaca,NULL,Wine-Beer,permitted,informal,no_accessibility,low,Morelos,familiar,f,open,none,only cash,multiple,none,1.5,1.25,1.75,Satisfactory,1,1,2,2
U1035,1,casual drinker,no preference,friends,car owner,single,independent,1985,variety,hunter-ostentatious,none,student,red,69,medium,1.75,Family,multiple,1.67,1.33,1.83,Satisfactory,1,132773,El cotorreo,Emiliano Zapata Col. Tres de Mayo,Cuernavaca,NULL,Wine-Beer,permitted,informal,no_accessibility,low,Morelos,familiar,f,open,none,only cash,multiple,none,1.5,1.25,1.75,Satisfactory,1,2,1,2
U1040,0,abstemious,no preference,friends,public,single,independent,1994,none,thrifty-protector,Catholic,student,blue,73,medium,1.64,Pizzeria,only cash,1.25,1.5,1.25,Satisfactory,1,132773,El cotorreo,Emiliano Zapata Col. Tres de Mayo,Cuernavaca,NULL,Wine-Beer,permitted,informal,no_accessibility,low,Morelos,familiar,f,open,none,only cash,multiple,none,1.5,1.25,1.75,Satisfactory,1,1,1,1
U1072,0,casual drinker,no preference,family,public,single,independent,1984,eco-friendly,thrifty-protector,Christian,student,red,50,medium,1.54,Mexican,multiple,0.75,1,1,Unsatisfactory,0,132773,El cotorreo,Emiliano Zapata Col. Tres de Mayo,Cuernavaca,NULL,Wine-Beer,permitted,informal,no_accessibility,low,Morelos,familiar,f,open,none,only cash,multiple,none,1.5,1.25,1.75,Satisfactory,1,2,1,2
U1071,0,abstemious,formal,friends,car owner,single,independent,1930,none,hunter-ostentatious,none,student,blue,40,high,1.73,Mexican,only cash,1.85,1.85,1.92,Satisfactory,1,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,2,2,2
U1059,0,abstemious,formal,friends,on foot,single,independent,1987,technology,thrifty-protector,Catholic,student,blue,57,medium,1.69,Mexican,only cash,1.6,1.3,1.2,Satisfactory,1,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,2,1,1
U1061,0,social drinker,no preference,friends,car owner,single,independent,1990,none,hard-worker,Catholic,professional,blue,40,medium,1.76,Mexican,multiple,1.61,1.83,1.67,Satisfactory,1,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,1,2,1
U1062,0,casual drinker,informal,friends,car owner,single,independent,1985,variety,hard-worker,Catholic,student,yellow,88,medium,1.68,Mexican,multiple,0,0,0,Unsatisfactory,0,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,0,0,0
U1056,0,social drinker,informal,family,on foot,single,independent,1930,none,hard-worker,Catholic,student,yellow,61,medium,1.62,Mexican,only cash,1.8,1.8,1.8,Satisfactory,1,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,2,2,2
U1057,1,casual drinker,formal,friends,public,single,independent,1989,technology,hunter-ostentatious,Catholic,student,yellow,69,medium,1.83,American,multiple,0.91,0.55,0.45,Unsatisfactory,0,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,1,1,0
U1036,0,social drinker,informal,family,public,single,independent,1991,none,hard-worker,Catholic,student,blue,76,medium,1.7,Mexican,only cash,1.75,1.83,1.75,Satisfactory,1,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,2,2,2
U1045,0,casual drinker,elegant,friends,car owner,single,independent,1991,technology,thrifty-protector,Mormon,student,orange,68,high,1.6,multiple,only cash,1.2,1.4,1.3,Satisfactory,1,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,2,1,1
U1053,0,casual drinker,informal,family,public,single,independent,1990,variety,thrifty-protector,Catholic,student,red,66,low,1.72,Mexican,only cash,1.77,1.54,1.23,Satisfactory,1,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,1,2,0
U1055,0,abstemious,no preference,family,car owner,married,dependent,1952,none,hard-worker,Catholic,professional,blue,70,medium,1.66,Breakfast-Brunch,only cash,1.9,2,2,Satisfactory,1,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,2,2,2
U1049,0,casual drinker,informal,solitary,public,single,NULL,1991,none,hard-worker,none,student,blue,55,NULL,1.6,Mexican,only cash,0,0,0,Unsatisfactory,0,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,0,0,0
U1024,0,abstemious,NULL,NULL,NULL,NULL,NULL,1930,none,hard-worker,none,NULL,yellow,40,NULL,1.2,Afghan,NULL,1.2,1.33,0.8,Satisfactory,1,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,1,1,0
U1025,0,social drinker,no preference,family,public,single,NULL,1990,none,thrifty-protector,Catholic,student,red,65,medium,1.79,Mexican,NULL,1.55,1.18,1.18,Satisfactory,1,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,0,0,0
U1029,1,casual drinker,formal,family,public,single,independent,1990,variety,conformist,Catholic,student,white,58,low,1.6,Mexican,only cash,0.9,0.9,0.7,Unsatisfactory,0,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,1,1,0
U1003,0,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,Mexican,only cash,1.62,1.69,1.46,Satisfactory,1,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,2,2,1
U1001,0,abstemious,informal,family,on foot,single,independent,1989,variety,thrifty-protector,none,student,black,69,medium,1.77,American,only cash,1.11,1.22,1.22,Satisfactory,1,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,2,2,1
U1002,0,abstemious,informal,family,public,single,independent,1990,technology,hunter-ostentatious,Catholic,student,red,40,low,1.87,Mexican,only cash,1.4,1.4,1,Satisfactory,1,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,2,2,0
U1006,1,social drinker,no preference,friends,car owner,single,independent,1989,variety,hard-worker,none,student,blue,75,medium,1.8,Mexican,only cash,1.36,1.18,1.64,Satisfactory,1,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,1,1,1
U1009,0,abstemious,formal,family,on foot,single,kids,1991,variety,thrifty-protector,Catholic,student,green,75,medium,1.78,multiple,only cash,1.36,1.27,1.09,Satisfactory,1,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,1,1,0
U1116,0,social drinker,formal,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,40,medium,1.71,Mexican,multiple,1.36,1.82,1.82,Satisfactory,1,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,2,2,2
U1114,0,abstemious,no preference,family,on foot,single,independent,1991,variety,hard-worker,Catholic,student,blue,58,medium,1.68,Mexican,only cash,0.18,0.27,0.18,Unsatisfactory,0,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,0,0,0
U1109,0,abstemious,formal,solitary,public,single,independent,1989,eco-friendly,thrifty-protector,Catholic,student,blue,57,low,1.72,Mexican,only cash,1.8,1.8,1.8,Satisfactory,1,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,2,2,2
U1132,0,casual drinker,informal,solitary,public,single,NULL,1991,none,hard-worker,none,student,blue,55,NULL,1.6,Mexican,only cash,1.6,1.3,1.3,Satisfactory,1,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,2,2,2
U1134,0,casual drinker,no preference,family,public,single,independent,1991,variety,hard-worker,Catholic,student,black,52,medium,1.65,Mexican,only cash,1.44,1.19,1.19,Satisfactory,1,132825,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,s.l.p.,familiar,f,open,none,only cash,Mexican,none,1.28,1.34,0.94,Satisfactory,1,1,2,1
